Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_DO_per_L_per_H,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,Type,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Site_ID,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Country,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other,Water_volume_Flag,Notes
CM_034,CM_034-3,8/30/2022,1661866110,09:28:30,Eastern Daylight Time (UTC-4),6.22,0.11,69.32,1.2,20.7,0.06,-513.2,-1842.39,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,4.22333333333333,MP-101341,46.49794,-84.37418,46.49794,-84.37418,08:42:00,10:00:00,21119,6.5,Ashley,Moerke,Lake Superior State University,amoerke@lssu.edu,Ashmun Bay,St. Marys River,"Sault Sainte Marie, MI",Michigan,USA,"Overcast, Very windy (~15 mph)",Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),20.8,60,bay,No coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,The DO sensor did not come with the black cap mentioned in the notes,It was very windy and high turbidity during sampling.,NA,No,FALSE,NA
CM_035,CM_035-1,2022-10-17,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-668.4,-2420.28,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,2.93,MP-102063,45.084433,-92.785556,45.084433,-92.785556,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,USA,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,NA,No,FALSE,NA
CM_035,CM_035-2,2022-10-17,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-838.4,-3023.27,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,1.51333333333333,MP-102063,45.084433,-92.785556,45.084433,-92.785556,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,USA,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,NA,No,FALSE,NA
CM_035,CM_035-3,2022-10-17,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-767.6,-2757.22,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,2.10333333333333,MP-102063,45.084433,-92.785556,45.084433,-92.785556,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,USA,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,NA,No,FALSE,NA
CM_037,CM_037-1,2022-10-31,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-1.67,-6.16,Measured_10mL,0.923,0.91,0.00327643262834985,120,8,0,8.3,MP-103089,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,USA,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,NA,FALSE,NA
CM_037,CM_037-2,2022-10-31,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-1.83,-6.7,Measured_10mL,0.942,0.932,0.00309567424959723,120,8,0,8.93666666666667,MP-103089,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,USA,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,NA,FALSE,NA
CM_037,CM_037-3,2022-10-31,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-2.32,-8.2,Measured_10mL,0.973,0.968,0.00287310298489356,90,7,1,8.7,MP-103089,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,USA,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,NA,FALSE,NA
CM_038,CM_038-1,2022-10-31,1667222820,09:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.12,-4.09,Measured_10mL,0.981,0.977,0.00128960317216104,60,6,2,8.77666666666667,MP-100057,41.52361,-72.20667,41.52361,-72.20667,08:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,USA,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,NA,FALSE,NA
CM_038,CM_038-2,2022-10-31,1667222820,09:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.42,-5.29,Measured_10mL,0.992,0.99,9.6220497064691e-4,90,7,1,8.77666666666667,MP-100057,41.52361,-72.20667,41.52361,-72.20667,08:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,USA,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,NA,FALSE,NA
CM_038,CM_038-3,2022-10-31,1667222820,09:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.36,-5.01,Measured_10mL,0.998,0.998,4.0022324221109e-4,120,8,0,8.76333333333333,MP-100057,41.52361,-72.20667,41.52361,-72.20667,08:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,USA,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,NA,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,NA,FALSE,NA
CM_039,CM_039-1,2022-10-24,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-4.61,-16.39,Measured_10mL,0.977,0.969,0.00682510205904439,30,5,2,7.95,MP-102338,30.24565,-97.69147,30.24565,-97.69147,15:20:00,16:20:00,021119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,USA,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No,FALSE,NA
CM_039,CM_039-2,2022-10-24,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-2.52,-9.11,Measured_10mL,0.938,0.923,0.00538887338368143,60,6,0,8,MP-102338,30.24565,-97.69147,30.24565,-97.69147,15:20:00,16:20:00,021119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,USA,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No,FALSE,NA
CM_039,CM_039-3,2022-10-24,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-2.01,-7.18,Measured_10mL,0.943,0.929,0.00411887748652959,90,6,1,NA,MP-102338,30.24565,-97.69147,30.24565,-97.69147,15:20:00,16:20:00,021119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,USA,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No,FALSE,NA
CM_040,CM_040-1,2022-10-16,1665931260,09:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,-1012.8,-3601.52,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,0.06,SP-15,30.438365,-91.191226,30.438365,-91.191226,08:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,NA,Mississippi RIver,Baton Rouge,Louisiana,USA,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,NA,FALSE,NA
CM_040,CM_040-2,2022-10-16,1665931260,09:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,-816.4,-3105.59,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,1.69666666666667,SP-15,30.438365,-91.191226,30.438365,-91.191226,08:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,NA,Mississippi RIver,Baton Rouge,Louisiana,USA,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,NA,FALSE,NA
CM_040,CM_040-3,2022-10-16,1665931260,09:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,NA,-3855.6,Theoretical,-9999,-9999,-9999,-9999,-9999,-9999,0,SP-15,30.438365,-91.191226,30.438365,-91.191226,08:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,NA,Mississippi RIver,Baton Rouge,Louisiana,USA,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,NA,FALSE,NA
CM_041,CM_041-1,2022-10-10,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-20.3,-73.38,Measured_10mL,0.968,0.935,0.0617764788032896,10,3,0,6.85666666666667,MP-101142,37.3724372,-80.8599379,37.3724372,-80.8599379,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,NA,NA,FALSE,NA
CM_041,CM_041-2,2022-10-10,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-15.85,-56.24,Measured_10mL,0.924,0.849,0.0756265407553883,11,3,0,6.68666666666667,MP-101142,37.3724372,-80.8599379,37.3724372,-80.8599379,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,NA,NA,FALSE,NA
CM_041,CM_041-3,2022-10-10,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-12.92,-47.2,Measured_10mL,0.992,0.988,0.0134726059510071,15,4,0,7.28666666666667,MP-101142,37.3724372,-80.8599379,37.3724372,-80.8599379,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,NA,NA,FALSE,NA
CM_042,CM_042-1,2022-10-10,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-3.39,-11.88,Measured_10mL,0.956,0.945,0.00607556659483079,60,6,0,7.99666666666667,MP-101143,37.0421794,-80.5627036,37.0421794,-80.5627036,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_042,CM_042-2,2022-10-10,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-2.46,-8.82,Measured_10mL,0.973,0.966,0.0034385545772819,60,6,2,8.18333333333334,MP-101143,37.0421794,-80.5627036,37.0421794,-80.5627036,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_042,CM_042-3,2022-10-10,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-2.44,-8.79,Measured_10mL,0.987,0.984,0.00208321157802769,90,7,0,8.67333333333333,MP-101143,37.0421794,-80.5627036,37.0421794,-80.5627036,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_044,CM_044-1,2022-12-05,1670254110,10:28:30,Eastern Standard Time (UTC-5),12.88,0.04,92.59,0.43,1.8,0.06,-1.92,-6.87,Measured_10mL,0.975,0.971,0.00207715760335353,120,8,0,8.81333333333333,HOPB,42.47158,-72.33026,42.47158,-72.33026,09:38:00,11:02:00,284528,7,Ryan,Williams,NEON D01,rwilliams@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),1.7,11,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP4.00130.001,NA,FALSE,NA
CM_044,CM_044-2,2022-12-05,1670254110,10:28:30,Eastern Standard Time (UTC-5),12.88,0.04,92.59,0.43,1.8,0.06,-2.04,-7.34,Measured_10mL,0.992,0.99,0.00151845512144804,60,6,2,8.95,HOPB,42.47158,-72.33026,42.47158,-72.33026,09:38:00,11:02:00,284528,7,Ryan,Williams,NEON D01,rwilliams@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),1.7,11,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP4.00130.001,NA,FALSE,NA
CM_044,CM_044-3,2022-12-05,1670254110,10:28:30,Eastern Standard Time (UTC-5),12.88,0.04,92.59,0.43,1.8,0.06,-3.32,-11.78,Measured_10mL,0.988,0.984,0.00354387308329757,30,5,3,8.83,HOPB,42.47158,-72.33026,42.47158,-72.33026,09:38:00,11:02:00,284528,7,Ryan,Williams,NEON D01,rwilliams@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),1.7,11,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP4.00130.001,NA,FALSE,NA
CM_045,CM_045-1,2023-02-06,1675710540,14:09:00,Eastern Standard Time (UTC-5),13.42,0.01,91.83,0.06,0.03,0.02,-0.47,-1.64,Measured_10mL,0.953,0.946,7.1234322375716e-4,120,8,0,9.05666666666667,HOPB,42.47173,-72.3303,42.47173,-72.3303,12:58:00,15:00:00,164227,6.5,Juliana,Webber,NEON D01 (Battelle),webberj@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,"Overcast, Barrier ice at sampling location. Ice bridges upstream.",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),0,20,Riffle,No coverage,No coverage,No coverage,More than 10 cm in some places,NA,"Ice and snow at site. Due to challenging site conditions, and safety concerns, the amount of sediment collected is less than the protocol required. No exposed shoreline sediments were visible under snow. Hydrograph link provided in December collection data.",NA,NA,FALSE,NA
CM_045,CM_045-2,2023-02-06,1675710540,14:09:00,Eastern Standard Time (UTC-5),13.42,0.01,91.83,0.06,0.03,0.02,-0.6,-2.11,Measured_10mL,0.959,0.952,8.4613757177236e-4,121,8,0,9.20333333333333,HOPB,42.47173,-72.3303,42.47173,-72.3303,12:58:00,15:00:00,164227,6.5,Juliana,Webber,NEON D01 (Battelle),webberj@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,"Overcast, Barrier ice at sampling location. Ice bridges upstream.",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),0,20,Riffle,No coverage,No coverage,No coverage,More than 10 cm in some places,NA,"Ice and snow at site. Due to challenging site conditions, and safety concerns, the amount of sediment collected is less than the protocol required. No exposed shoreline sediments were visible under snow. Hydrograph link provided in December collection data.",NA,NA,FALSE,NA
CM_045,CM_045-3,2023-02-06,1675710540,14:09:00,Eastern Standard Time (UTC-5),13.42,0.01,91.83,0.06,0.03,0.02,-0.56,-2.02,Measured_10mL,0.859,0.836,0.00153818256292522,120,8,0,9.12333333333333,HOPB,42.47173,-72.3303,42.47173,-72.3303,12:58:00,15:00:00,164227,6.5,Juliana,Webber,NEON D01 (Battelle),webberj@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,"Overcast, Barrier ice at sampling location. Ice bridges upstream.",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),0,20,Riffle,No coverage,No coverage,No coverage,More than 10 cm in some places,NA,"Ice and snow at site. Due to challenging site conditions, and safety concerns, the amount of sediment collected is less than the protocol required. No exposed shoreline sediments were visible under snow. Hydrograph link provided in December collection data.",NA,NA,FALSE,NA
CM_046,CM_046-1,2023-04-03,1680535320,11:22:00,Eastern Daylight Time (UTC-4),12.27,0.06,93.16,0.09,3.82,0.21,-2.64,-9.31,Measured_10mL,0.994,0.993,0.00136348807643272,120,8,0,9.48333333333333,HOPB,42.47168,-72.33038,42.47168,-72.33038,10:30:00,11:59:00,243111,6.5,Kristin,Godfrey,NEON,kgodfrey@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),3.4,9.5,Riffle,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP1.20048.001#availabilityAndDownload,NA,FALSE,NA
CM_046,CM_046-2,2023-04-03,1680535320,11:22:00,Eastern Daylight Time (UTC-4),12.27,0.06,93.16,0.09,3.82,0.21,-2.58,-9.42,Measured_10mL,0.997,0.996,9.8286404916573e-4,123,8,0,9.30333333333333,HOPB,42.47168,-72.33038,42.47168,-72.33038,10:30:00,11:59:00,243111,6.5,Kristin,Godfrey,NEON,kgodfrey@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),3.4,9.5,Riffle,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP1.20048.001#availabilityAndDownload,NA,FALSE,NA
CM_046,CM_046-3,2023-04-03,1680535320,11:22:00,Eastern Daylight Time (UTC-4),12.27,0.06,93.16,0.09,3.82,0.21,-2.66,-9.44,Measured_10mL,0.998,0.997,9.8965636827285e-4,90,7,0,8.78333333333333,HOPB,42.47168,-72.33038,42.47168,-72.33038,10:30:00,11:59:00,243111,6.5,Kristin,Godfrey,NEON,kgodfrey@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,USA,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),3.4,9.5,Riffle,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,https://data.neonscience.org/data-products/DP1.20048.001#availabilityAndDownload,NA,FALSE,NA
